language,sentence,n,rand_edgelist,root
Czech,516,23,"[(11, 3), (23, 21), (18, 13), (9, 3), (16, 3), (3, 8), (22, 21), (6, 15), (7, 14), (12, 23), (1, 19), (18, 6), (12, 8), (10, 5), (5, 17), (9, 2), (4, 9), (9, 7), (20, 8), (17, 3), (8, 13), (8, 1)]",23
Czech,517,14,"[(1, 5), (13, 14), (9, 7), (2, 13), (9, 6), (13, 12), (14, 9), (2, 1), (7, 3), (10, 8), (11, 3), (8, 2), (4, 10)]",9
Czech,519,17,"[(3, 13), (8, 14), (1, 15), (10, 5), (15, 7), (15, 4), (9, 7), (2, 4), (12, 16), (17, 10), (5, 7), (6, 13), (11, 16), (4, 8), (4, 3), (16, 17)]",4
Czech,524,15,"[(15, 8), (11, 9), (7, 2), (10, 5), (15, 7), (15, 12), (11, 10), (3, 14), (4, 11), (1, 9), (3, 7), (6, 15), (13, 5), (3, 11)]",15
Czech,525,23,"[(4, 5), (15, 9), (17, 21), (12, 1), (6, 13), (7, 22), (10, 17), (1, 23), (10, 11), (23, 2), (18, 1), (5, 3), (1, 13), (22, 13), (14, 3), (13, 16), (5, 20), (19, 21), (10, 15), (20, 7), (1, 8), (13, 10)]",10
Czech,527,21,"[(8, 15), (6, 15), (4, 19), (11, 3), (6, 10), (19, 11), (7, 15), (10, 17), (13, 8), (15, 16), (12, 4), (20, 1), (21, 19), (10, 5), (1, 4), (14, 4), (9, 14), (6, 2), (18, 9), (10, 3)]",6
Czech,528,6,"[(6, 3), (4, 5), (1, 4), (2, 6), (2, 5)]",4
Czech,529,34,"[(18, 20), (28, 5), (26, 9), (31, 25), (20, 9), (16, 29), (15, 18), (23, 24), (20, 8), (22, 10), (17, 22), (34, 29), (12, 7), (28, 10), (7, 29), (32, 33), (21, 22), (2, 20), (27, 13), (33, 2), (33, 11), (4, 26), (6, 30), (19, 29), (15, 1), (6, 26), (20, 3), (7, 2), (30, 24), (14, 22), (17, 9), (8, 27), (25, 22)]",9
Czech,530,22,"[(10, 17), (22, 12), (17, 1), (18, 5), (3, 18), (6, 2), (8, 14), (22, 2), (4, 22), (15, 13), (2, 3), (4, 11), (19, 21), (16, 22), (20, 3), (11, 15), (8, 17), (8, 20), (8, 9), (1, 21), (7, 11)]",22
Czech,531,14,"[(3, 12), (8, 4), (5, 1), (9, 12), (7, 10), (7, 6), (12, 8), (5, 14), (10, 13), (6, 2), (5, 9), (11, 9), (5, 6)]",7
Czech,532,15,"[(9, 14), (13, 12), (7, 11), (15, 14), (8, 11), (12, 5), (11, 10), (9, 2), (4, 1), (1, 6), (14, 8), (13, 3), (13, 15), (6, 8)]",8
Czech,533,22,"[(10, 11), (6, 7), (14, 12), (9, 12), (20, 13), (22, 12), (17, 15), (19, 8), (5, 6), (19, 21), (15, 11), (2, 17), (1, 21), (16, 22), (6, 17), (22, 2), (17, 3), (16, 4), (21, 9), (13, 6), (18, 10)]",2
Czech,535,15,"[(5, 8), (2, 6), (14, 5), (12, 1), (9, 1), (2, 3), (4, 8), (9, 8), (7, 6), (6, 8), (11, 8), (10, 9), (13, 1), (11, 15)]",9
Czech,538,16,"[(3, 8), (13, 15), (12, 2), (13, 1), (10, 7), (8, 1), (10, 4), (4, 6), (11, 15), (7, 16), (5, 6), (2, 11), (14, 9), (11, 7), (9, 15)]",11
Czech,539,10,"[(10, 5), (10, 7), (1, 4), (7, 4), (2, 6), (9, 2), (10, 3), (2, 3), (8, 4)]",3
Czech,540,10,"[(5, 10), (10, 6), (6, 3), (7, 9), (5, 8), (6, 4), (5, 1), (2, 8), (8, 9)]",6
Czech,542,4,"[(3, 1), (2, 3), (4, 3)]",3
Czech,545,20,"[(20, 12), (17, 2), (17, 7), (10, 4), (12, 3), (6, 14), (2, 3), (13, 11), (18, 5), (1, 18), (8, 14), (18, 19), (15, 12), (10, 5), (9, 16), (6, 5), (2, 13), (5, 7), (10, 9)]",5
Czech,547,27,"[(25, 11), (19, 16), (4, 7), (18, 1), (16, 22), (1, 23), (10, 24), (21, 1), (8, 3), (24, 7), (2, 18), (9, 13), (9, 11), (19, 20), (7, 14), (3, 27), (24, 16), (6, 7), (16, 1), (6, 17), (15, 17), (12, 7), (25, 26), (4, 26), (5, 20), (2, 8)]",7
Czech,548,10,"[(10, 1), (9, 2), (6, 9), (8, 1), (4, 7), (3, 6), (5, 7), (3, 8), (2, 5)]",5
Czech,549,16,"[(14, 11), (8, 1), (7, 14), (8, 12), (6, 13), (3, 1), (3, 5), (9, 12), (1, 16), (15, 8), (4, 5), (11, 2), (2, 16), (13, 3), (10, 4)]",5
Czech,550,15,"[(15, 13), (9, 2), (11, 10), (12, 3), (3, 15), (4, 12), (3, 1), (1, 7), (12, 10), (7, 5), (9, 6), (10, 8), (3, 6), (14, 13)]",15
Czech,552,6,"[(2, 3), (4, 2), (1, 3), (6, 4), (5, 6)]",2
Czech,553,9,"[(6, 5), (5, 9), (4, 9), (1, 5), (8, 3), (4, 7), (2, 6), (1, 8)]",5
Czech,554,27,"[(7, 22), (13, 9), (13, 25), (2, 11), (6, 11), (5, 7), (21, 13), (5, 11), (19, 27), (8, 5), (7, 12), (1, 13), (19, 4), (26, 3), (23, 15), (2, 13), (5, 18), (5, 10), (14, 6), (3, 16), (17, 4), (7, 23), (2, 24), (5, 27), (3, 6), (20, 15)]",7
Czech,555,9,"[(5, 2), (2, 4), (2, 3), (7, 6), (6, 1), (9, 2), (5, 7), (5, 8)]",2
Czech,557,13,"[(2, 11), (7, 1), (3, 6), (8, 13), (10, 12), (5, 11), (7, 5), (11, 8), (11, 3), (3, 10), (4, 2), (9, 3)]",11
Czech,559,27,"[(12, 13), (22, 25), (13, 18), (22, 2), (18, 10), (12, 22), (16, 2), (23, 27), (4, 14), (22, 15), (8, 6), (1, 18), (18, 17), (7, 19), (20, 25), (3, 5), (14, 21), (6, 14), (9, 18), (26, 27), (25, 24), (13, 3), (7, 14), (8, 27), (7, 11), (7, 24)]",14
Czech,561,17,"[(3, 5), (8, 2), (4, 3), (16, 9), (15, 8), (14, 1), (4, 13), (7, 16), (17, 7), (10, 9), (1, 16), (12, 17), (11, 10), (17, 8), (16, 5), (13, 6)]",16
Czech,567,35,"[(3, 30), (6, 30), (5, 26), (4, 2), (29, 31), (23, 20), (10, 14), (19, 5), (33, 10), (28, 9), (16, 35), (15, 34), (9, 25), (1, 12), (31, 8), (27, 22), (21, 26), (9, 18), (12, 13), (11, 8), (10, 22), (8, 9), (23, 32), (24, 10), (16, 8), (31, 24), (17, 32), (23, 34), (15, 6), (7, 14), (5, 27), (4, 12), (32, 5), (25, 1)]",10
Czech,568,14,"[(12, 10), (1, 2), (8, 5), (4, 6), (10, 13), (7, 14), (3, 7), (12, 5), (6, 11), (8, 3), (1, 6), (14, 2), (9, 4)]",1
Czech,569,19,"[(9, 1), (13, 16), (11, 18), (17, 2), (10, 11), (19, 4), (16, 7), (14, 6), (14, 5), (18, 19), (19, 14), (14, 17), (15, 8), (3, 12), (1, 2), (7, 18), (12, 10), (13, 8)]",16
Czech,571,15,"[(3, 9), (3, 10), (14, 1), (6, 4), (13, 7), (8, 11), (10, 2), (15, 6), (2, 8), (5, 10), (12, 3), (4, 9), (7, 1), (14, 10)]",9
Czech,575,20,"[(16, 10), (19, 2), (10, 20), (11, 2), (17, 4), (10, 19), (7, 18), (3, 7), (12, 5), (4, 7), (15, 11), (9, 6), (1, 9), (7, 11), (6, 15), (8, 10), (10, 14), (3, 12), (13, 10)]",7
Czech,578,14,"[(12, 11), (6, 10), (5, 11), (4, 1), (13, 1), (2, 9), (2, 13), (8, 2), (9, 14), (11, 2), (2, 6), (7, 1), (3, 4)]",13
Czech,580,18,"[(16, 15), (18, 4), (14, 7), (17, 15), (16, 7), (18, 5), (1, 13), (1, 4), (13, 2), (11, 4), (12, 17), (17, 8), (15, 9), (10, 14), (6, 4), (7, 18), (3, 14)]",7
Czech,588,18,"[(5, 1), (9, 11), (12, 6), (2, 7), (4, 10), (7, 8), (6, 17), (7, 9), (4, 5), (3, 14), (18, 14), (8, 6), (6, 16), (4, 13), (13, 3), (16, 4), (18, 15)]",16
Czech,589,19,"[(8, 19), (12, 2), (19, 10), (1, 16), (3, 17), (15, 11), (18, 11), (4, 14), (12, 4), (6, 5), (18, 17), (1, 2), (9, 5), (8, 6), (1, 5), (7, 5), (7, 15), (5, 13)]",4
Czech,590,6,"[(3, 5), (1, 5), (1, 2), (1, 4), (2, 6)]",1
Czech,592,10,"[(9, 8), (6, 7), (10, 9), (4, 8), (2, 3), (1, 5), (8, 1), (2, 6), (10, 3)]",3
Czech,598,20,"[(11, 10), (13, 3), (19, 1), (6, 10), (7, 5), (14, 7), (11, 16), (17, 3), (15, 19), (19, 2), (16, 2), (8, 9), (2, 20), (13, 10), (12, 4), (18, 4), (12, 7), (4, 1), (19, 9)]",4
Czech,599,26,"[(4, 20), (20, 9), (21, 24), (22, 19), (10, 25), (10, 5), (19, 9), (26, 20), (19, 3), (18, 23), (10, 22), (1, 6), (11, 17), (12, 24), (2, 1), (22, 8), (11, 13), (16, 20), (10, 24), (15, 6), (18, 20), (2, 7), (13, 18), (8, 14), (2, 11)]",19
Czech,603,15,"[(5, 7), (13, 15), (9, 11), (15, 14), (13, 9), (4, 10), (7, 8), (9, 2), (2, 8), (7, 4), (12, 8), (9, 3), (15, 6), (12, 1)]",9
Czech,607,12,"[(3, 6), (10, 2), (8, 9), (12, 3), (9, 2), (7, 5), (8, 5), (11, 7), (12, 5), (12, 1), (4, 11)]",8
Czech,610,17,"[(6, 14), (3, 11), (17, 7), (8, 10), (4, 15), (9, 16), (8, 12), (14, 8), (16, 8), (4, 2), (13, 10), (3, 4), (1, 16), (13, 17), (8, 4), (10, 5)]",10
Czech,611,23,"[(13, 23), (5, 17), (23, 3), (23, 20), (4, 16), (21, 12), (6, 1), (18, 8), (8, 1), (14, 16), (20, 2), (19, 5), (12, 7), (6, 12), (7, 20), (5, 21), (16, 9), (10, 13), (22, 4), (4, 15), (23, 22), (11, 23)]",12
Czech,612,14,"[(9, 14), (7, 11), (7, 9), (12, 11), (6, 13), (4, 1), (4, 2), (4, 5), (3, 5), (7, 10), (11, 8), (7, 5), (2, 13)]",4
Czech,617,10,"[(2, 9), (2, 8), (5, 6), (1, 4), (3, 8), (10, 1), (1, 7), (9, 5), (6, 1)]",9
Czech,618,16,"[(5, 6), (1, 9), (15, 13), (6, 14), (14, 11), (16, 15), (10, 1), (7, 8), (3, 7), (14, 8), (15, 1), (14, 2), (2, 1), (4, 12), (2, 4)]",2
Czech,619,28,"[(17, 12), (22, 25), (24, 11), (23, 15), (12, 13), (5, 9), (23, 14), (25, 18), (14, 8), (14, 7), (21, 24), (27, 9), (11, 15), (5, 19), (28, 16), (12, 4), (12, 16), (19, 1), (11, 5), (17, 14), (2, 10), (14, 18), (21, 20), (26, 28), (6, 20), (10, 27), (5, 3)]",14
Czech,621,17,"[(5, 15), (4, 15), (6, 4), (6, 8), (1, 7), (14, 13), (2, 12), (1, 16), (4, 3), (13, 10), (7, 10), (11, 2), (3, 11), (2, 9), (1, 3), (9, 17)]",4
Czech,622,28,"[(23, 11), (1, 14), (4, 21), (8, 27), (21, 26), (25, 27), (25, 15), (26, 13), (23, 17), (8, 2), (10, 5), (10, 16), (24, 3), (16, 27), (26, 28), (9, 27), (17, 6), (8, 12), (8, 20), (28, 7), (11, 21), (2, 1), (15, 24), (19, 26), (21, 18), (26, 22), (13, 24)]",11
Czech,623,11,"[(2, 7), (4, 9), (10, 9), (7, 8), (5, 3), (11, 2), (6, 2), (9, 2), (10, 5), (9, 1)]",2
Czech,626,16,"[(13, 5), (4, 2), (7, 1), (1, 3), (11, 15), (4, 9), (15, 13), (1, 8), (15, 12), (14, 10), (13, 2), (6, 8), (16, 12), (12, 8), (10, 13)]",15
Czech,627,18,"[(15, 13), (18, 11), (9, 10), (15, 5), (2, 1), (16, 13), (6, 4), (5, 18), (18, 17), (8, 4), (7, 3), (12, 5), (11, 14), (1, 16), (11, 4), (7, 18), (6, 9)]",15
Czech,631,27,"[(19, 1), (7, 27), (16, 26), (3, 27), (6, 1), (1, 21), (23, 10), (22, 3), (11, 10), (2, 6), (5, 17), (4, 5), (25, 26), (27, 11), (5, 12), (25, 8), (15, 7), (9, 11), (6, 27), (24, 5), (16, 2), (16, 20), (27, 14), (13, 6), (4, 18), (11, 24)]",1
Czech,635,10,"[(2, 1), (3, 2), (9, 3), (6, 4), (10, 8), (4, 5), (1, 8), (3, 6), (7, 10)]",2
Czech,636,13,"[(6, 7), (4, 5), (6, 9), (9, 1), (8, 5), (4, 2), (12, 11), (1, 12), (8, 7), (10, 2), (3, 9), (13, 5)]",5
Czech,637,11,"[(7, 11), (6, 11), (6, 10), (1, 11), (2, 6), (5, 8), (9, 8), (8, 4), (11, 3), (4, 10)]",4
Czech,641,16,"[(12, 6), (14, 10), (12, 3), (15, 7), (16, 8), (2, 10), (1, 4), (3, 5), (9, 6), (1, 3), (6, 13), (8, 7), (13, 16), (9, 10), (9, 11)]",1
Czech,643,8,"[(2, 3), (5, 4), (4, 1), (3, 1), (5, 7), (6, 7), (8, 6)]",4
Czech,644,10,"[(9, 5), (6, 2), (2, 4), (8, 1), (7, 1), (2, 3), (7, 6), (2, 9), (10, 6)]",9
Czech,646,15,"[(9, 4), (3, 4), (11, 15), (14, 9), (8, 10), (11, 5), (13, 12), (10, 5), (13, 6), (2, 14), (13, 2), (1, 9), (9, 7), (12, 5)]",13
Czech,649,10,"[(2, 10), (7, 5), (8, 4), (7, 2), (9, 3), (3, 10), (7, 1), (10, 4), (8, 6)]",7
Czech,654,25,"[(13, 5), (10, 12), (18, 12), (4, 2), (12, 6), (8, 25), (23, 17), (5, 15), (1, 2), (4, 20), (22, 9), (16, 5), (22, 14), (8, 19), (20, 21), (5, 14), (24, 1), (20, 12), (17, 25), (13, 3), (23, 9), (12, 11), (17, 24), (11, 7)]",14
Czech,655,16,"[(6, 2), (16, 12), (11, 6), (12, 14), (8, 15), (16, 6), (7, 1), (3, 8), (16, 7), (4, 9), (8, 11), (10, 7), (7, 9), (6, 5), (13, 14)]",6
Czech,656,14,"[(3, 10), (10, 1), (3, 5), (12, 13), (6, 11), (13, 5), (4, 9), (8, 14), (9, 6), (10, 2), (4, 12), (14, 3), (7, 1)]",4
Czech,657,16,"[(16, 11), (5, 3), (4, 5), (12, 1), (10, 15), (13, 11), (9, 15), (2, 14), (10, 6), (13, 14), (2, 8), (9, 14), (6, 5), (16, 1), (7, 14)]",5
Czech,662,25,"[(24, 8), (22, 23), (2, 12), (20, 2), (17, 2), (12, 18), (3, 22), (7, 15), (14, 11), (23, 25), (14, 2), (5, 17), (6, 21), (16, 6), (24, 10), (1, 9), (16, 20), (11, 4), (13, 15), (17, 1), (3, 12), (19, 10), (7, 17), (3, 8)]",2
Czech,663,10,"[(6, 7), (9, 3), (7, 2), (10, 2), (10, 1), (5, 1), (8, 7), (3, 10), (4, 3)]",10
Czech,665,14,"[(9, 2), (4, 3), (11, 13), (10, 14), (11, 10), (12, 10), (6, 14), (12, 8), (2, 1), (1, 4), (5, 12), (13, 4), (7, 11)]",10
Czech,666,20,"[(11, 5), (1, 17), (14, 6), (5, 4), (1, 11), (15, 20), (9, 7), (20, 17), (4, 14), (11, 19), (12, 1), (1, 3), (11, 18), (11, 10), (11, 7), (9, 8), (11, 16), (2, 15), (17, 13)]",17
Czech,668,16,"[(1, 14), (4, 1), (11, 6), (14, 7), (11, 10), (6, 1), (2, 13), (6, 13), (16, 10), (15, 5), (9, 14), (14, 3), (6, 8), (5, 7), (12, 1)]",14
Czech,670,17,"[(9, 13), (5, 7), (10, 17), (17, 15), (4, 15), (3, 17), (14, 11), (12, 16), (6, 12), (16, 13), (5, 6), (12, 1), (17, 6), (2, 15), (6, 11), (8, 6)]",6
Czech,671,34,"[(1, 3), (1, 6), (26, 21), (29, 11), (29, 9), (24, 30), (27, 19), (13, 20), (4, 16), (7, 4), (26, 28), (6, 25), (22, 11), (2, 16), (33, 17), (11, 16), (24, 25), (4, 17), (21, 7), (7, 24), (7, 34), (3, 20), (32, 17), (16, 14), (5, 28), (32, 31), (26, 15), (4, 19), (23, 4), (22, 8), (18, 30), (11, 12), (10, 7)]",25
Czech,673,35,"[(23, 29), (19, 32), (29, 34), (23, 12), (13, 3), (20, 33), (16, 8), (3, 1), (18, 23), (33, 1), (35, 10), (9, 21), (27, 13), (7, 15), (1, 8), (25, 9), (28, 10), (32, 31), (16, 14), (17, 25), (24, 30), (33, 31), (22, 33), (4, 33), (26, 20), (23, 10), (30, 22), (15, 23), (32, 21), (24, 5), (11, 26), (1, 23), (6, 3), (2, 1)]",33
Czech,675,26,"[(4, 7), (25, 10), (26, 25), (7, 6), (26, 24), (21, 11), (17, 22), (5, 11), (19, 11), (12, 24), (2, 16), (5, 13), (3, 25), (7, 9), (11, 23), (8, 21), (4, 14), (5, 9), (20, 18), (8, 1), (2, 5), (15, 24), (20, 8), (4, 22), (25, 11)]",24
Czech,676,16,"[(13, 6), (2, 12), (4, 13), (6, 12), (7, 6), (9, 7), (14, 8), (3, 11), (10, 9), (5, 1), (2, 1), (3, 2), (15, 12), (16, 6), (8, 5)]",6
Czech,677,15,"[(8, 2), (3, 13), (8, 11), (15, 7), (1, 14), (9, 4), (3, 7), (2, 5), (3, 12), (4, 6), (10, 8), (3, 8), (3, 14), (10, 4)]",4
Czech,679,25,"[(3, 7), (18, 9), (5, 2), (20, 16), (9, 24), (23, 3), (23, 4), (17, 20), (21, 6), (5, 12), (25, 10), (14, 25), (16, 7), (7, 15), (5, 9), (5, 22), (1, 24), (3, 11), (8, 22), (11, 10), (15, 6), (3, 13), (16, 5), (19, 14)]",7
Czech,680,11,"[(6, 4), (6, 3), (7, 4), (5, 1), (11, 10), (2, 7), (1, 8), (5, 9), (1, 10), (9, 6)]",9
Czech,684,6,"[(2, 1), (1, 4), (6, 4), (1, 5), (1, 3)]",4
Czech,686,30,"[(29, 16), (24, 10), (8, 27), (30, 15), (14, 7), (26, 5), (12, 5), (22, 15), (7, 3), (24, 28), (20, 23), (24, 1), (22, 21), (13, 21), (22, 24), (4, 29), (25, 23), (4, 28), (29, 9), (30, 3), (30, 2), (20, 11), (27, 24), (6, 4), (24, 25), (19, 17), (18, 22), (22, 12), (29, 17)]",22
Czech,687,18,"[(2, 9), (7, 12), (4, 11), (10, 3), (13, 4), (9, 4), (17, 7), (1, 18), (16, 3), (8, 12), (3, 7), (5, 12), (14, 6), (15, 18), (14, 15), (18, 3), (7, 11)]",18
Czech,690,25,"[(21, 7), (15, 24), (23, 13), (17, 12), (25, 9), (22, 1), (10, 1), (13, 10), (3, 15), (5, 21), (11, 25), (17, 20), (24, 23), (4, 19), (18, 14), (2, 8), (16, 11), (4, 6), (25, 20), (5, 4), (19, 2), (22, 11), (6, 14), (14, 11)]",14
Czech,693,19,"[(5, 14), (10, 9), (6, 14), (8, 5), (17, 2), (11, 16), (13, 7), (7, 12), (4, 15), (2, 19), (1, 3), (3, 18), (7, 5), (3, 16), (10, 5), (4, 2), (7, 2), (8, 1)]",16
Czech,694,21,"[(16, 15), (9, 6), (2, 10), (15, 9), (18, 2), (20, 19), (10, 4), (4, 11), (7, 1), (2, 1), (9, 8), (5, 3), (5, 7), (8, 4), (13, 7), (20, 16), (19, 14), (20, 12), (5, 21), (17, 11)]",4
Czech,695,12,"[(9, 12), (2, 1), (7, 9), (8, 3), (7, 2), (4, 9), (3, 12), (8, 11), (4, 6), (6, 5), (10, 9)]",3
Czech,697,26,"[(4, 19), (21, 1), (11, 13), (15, 25), (9, 13), (26, 19), (8, 19), (23, 25), (12, 19), (17, 24), (2, 6), (20, 25), (8, 3), (8, 6), (24, 23), (24, 10), (18, 2), (13, 25), (4, 1), (7, 22), (22, 11), (22, 2), (22, 5), (19, 14), (25, 16)]",19
Czech,698,20,"[(14, 19), (8, 15), (16, 7), (11, 17), (3, 6), (6, 16), (2, 20), (16, 19), (5, 20), (18, 12), (12, 7), (17, 12), (12, 13), (13, 20), (10, 11), (4, 16), (1, 15), (1, 9), (12, 8)]",12
Czech,700,22,"[(22, 4), (15, 10), (18, 2), (21, 18), (19, 18), (15, 3), (1, 9), (1, 4), (6, 15), (10, 18), (10, 14), (13, 12), (8, 5), (21, 16), (20, 15), (10, 1), (2, 13), (8, 17), (7, 9), (20, 11), (11, 8)]",18
Czech,701,10,"[(7, 1), (2, 10), (7, 9), (3, 4), (5, 3), (9, 10), (8, 4), (10, 8), (7, 6)]",10
Czech,702,15,"[(10, 14), (11, 1), (10, 4), (13, 11), (5, 9), (2, 13), (7, 15), (9, 8), (7, 3), (6, 11), (11, 3), (9, 13), (9, 12), (4, 8)]",11
Czech,704,12,"[(12, 4), (12, 7), (6, 3), (11, 2), (11, 4), (10, 4), (7, 1), (8, 9), (4, 5), (9, 6), (8, 4)]",4
Czech,705,17,"[(13, 16), (2, 4), (7, 1), (15, 12), (5, 9), (10, 6), (11, 8), (7, 5), (5, 17), (7, 8), (3, 15), (16, 2), (13, 9), (5, 3), (12, 14), (10, 17)]",13
Czech,706,29,"[(5, 2), (25, 6), (24, 23), (22, 4), (17, 26), (18, 28), (13, 23), (12, 20), (19, 1), (16, 7), (9, 29), (1, 27), (5, 20), (15, 28), (15, 24), (29, 22), (3, 4), (23, 22), (7, 17), (15, 1), (8, 17), (6, 14), (5, 1), (25, 24), (11, 24), (10, 26), (28, 26), (9, 21)]",24
Czech,708,16,"[(8, 2), (16, 6), (12, 1), (11, 14), (4, 1), (11, 12), (8, 9), (15, 6), (13, 5), (7, 2), (3, 10), (14, 5), (10, 11), (14, 2), (1, 16)]",11
Czech,709,20,"[(18, 11), (6, 19), (11, 16), (13, 19), (2, 19), (1, 17), (15, 5), (17, 15), (11, 4), (4, 6), (10, 14), (8, 10), (19, 3), (14, 1), (9, 1), (14, 12), (14, 7), (20, 11), (19, 14)]",14
Czech,713,9,"[(9, 3), (5, 8), (5, 6), (4, 6), (1, 2), (5, 9), (7, 2), (7, 6)]",6
Czech,715,30,"[(26, 19), (21, 1), (5, 14), (12, 8), (27, 3), (26, 7), (24, 2), (11, 17), (5, 2), (12, 7), (21, 7), (15, 11), (10, 22), (28, 10), (23, 25), (2, 13), (10, 11), (20, 5), (29, 9), (9, 15), (5, 21), (18, 22), (27, 11), (16, 13), (30, 13), (23, 2), (6, 12), (8, 27), (27, 4)]",11
Czech,716,25,"[(11, 9), (7, 6), (24, 2), (3, 4), (4, 22), (6, 15), (12, 2), (20, 5), (8, 21), (9, 5), (11, 14), (18, 23), (3, 11), (17, 9), (15, 9), (3, 1), (8, 13), (8, 2), (25, 16), (25, 23), (18, 19), (10, 7), (6, 21), (23, 14)]",9
Czech,718,25,"[(11, 8), (25, 8), (11, 15), (5, 12), (3, 22), (10, 21), (18, 17), (18, 4), (25, 22), (5, 24), (17, 16), (10, 3), (23, 17), (14, 17), (13, 19), (2, 17), (9, 24), (6, 9), (3, 6), (18, 7), (20, 24), (19, 24), (3, 1), (10, 17)]",3
Czech,719,18,"[(10, 9), (17, 7), (15, 1), (13, 6), (18, 11), (1, 6), (15, 16), (8, 11), (10, 3), (2, 4), (11, 12), (6, 14), (12, 6), (5, 12), (11, 3), (18, 7), (4, 15)]",15
Czech,720,13,"[(11, 3), (3, 4), (11, 1), (13, 8), (9, 5), (6, 12), (7, 6), (4, 2), (7, 10), (8, 9), (2, 13), (12, 4)]",4
Czech,721,11,"[(10, 8), (8, 9), (9, 5), (8, 6), (11, 4), (1, 7), (11, 3), (8, 11), (8, 2), (7, 2)]",8
Czech,722,7,"[(4, 1), (2, 7), (5, 3), (4, 2), (3, 2), (5, 6)]",2
Czech,725,10,"[(4, 10), (5, 6), (8, 2), (7, 9), (3, 9), (3, 1), (9, 10), (6, 9), (5, 2)]",5
Czech,726,15,"[(6, 8), (3, 9), (4, 15), (11, 10), (5, 12), (15, 11), (8, 5), (9, 13), (5, 9), (1, 14), (4, 14), (15, 2), (15, 9), (7, 1)]",15
Czech,729,31,"[(12, 2), (10, 15), (5, 17), (11, 14), (8, 11), (7, 25), (30, 16), (3, 22), (24, 8), (9, 15), (21, 28), (12, 9), (7, 16), (1, 30), (10, 23), (4, 15), (6, 9), (24, 30), (12, 18), (8, 26), (8, 27), (15, 19), (13, 1), (16, 20), (16, 31), (20, 5), (29, 9), (30, 3), (25, 18), (21, 9)]",7
Czech,732,14,"[(5, 3), (14, 12), (11, 10), (4, 12), (6, 10), (13, 10), (1, 9), (4, 11), (8, 10), (14, 1), (2, 13), (6, 3), (14, 7)]",3
Czech,733,17,"[(3, 11), (9, 15), (5, 1), (10, 4), (8, 5), (16, 12), (14, 13), (8, 6), (14, 3), (9, 16), (10, 9), (2, 6), (7, 8), (9, 2), (16, 13), (17, 5)]",9
Czech,735,20,"[(9, 14), (10, 5), (3, 17), (4, 6), (6, 12), (15, 9), (18, 2), (18, 3), (5, 14), (18, 7), (3, 16), (5, 19), (1, 3), (18, 12), (19, 17), (5, 11), (13, 8), (13, 11), (20, 15)]",5
Czech,736,26,"[(21, 10), (6, 20), (8, 26), (8, 15), (18, 3), (5, 20), (21, 18), (11, 22), (13, 4), (18, 12), (5, 18), (18, 1), (22, 19), (17, 12), (14, 8), (26, 25), (7, 3), (13, 26), (24, 12), (9, 4), (23, 8), (12, 8), (11, 8), (16, 6), (2, 8)]",18
Czech,741,19,"[(18, 17), (4, 1), (7, 10), (3, 12), (1, 17), (3, 11), (7, 2), (14, 18), (12, 17), (11, 8), (4, 2), (6, 12), (2, 19), (15, 13), (13, 12), (5, 7), (17, 16), (2, 9)]",11
Czech,746,28,"[(7, 4), (26, 22), (5, 25), (23, 12), (16, 14), (19, 21), (18, 2), (2, 5), (22, 28), (14, 12), (20, 23), (4, 11), (17, 7), (12, 28), (3, 13), (15, 26), (4, 28), (21, 1), (3, 28), (4, 10), (1, 3), (10, 24), (21, 6), (9, 24), (2, 28), (27, 25), (24, 8)]",28
Czech,747,12,"[(6, 1), (10, 4), (2, 8), (3, 7), (4, 7), (5, 2), (9, 12), (7, 1), (11, 8), (5, 7), (12, 7)]",1
Czech,748,10,"[(8, 5), (10, 7), (2, 3), (1, 6), (8, 4), (4, 9), (4, 3), (9, 7), (1, 9)]",9
Czech,751,20,"[(17, 1), (19, 5), (6, 1), (19, 14), (16, 12), (8, 9), (1, 20), (4, 12), (20, 9), (12, 10), (3, 13), (4, 9), (6, 11), (3, 5), (4, 7), (4, 15), (18, 2), (10, 13), (10, 18)]",10
Czech,752,11,"[(3, 2), (11, 4), (2, 6), (8, 5), (7, 5), (2, 11), (1, 11), (9, 10), (8, 10), (9, 4)]",5
Czech,753,13,"[(10, 2), (3, 13), (6, 10), (7, 11), (2, 1), (13, 9), (7, 9), (5, 8), (4, 12), (11, 10), (7, 4), (10, 5)]",7
Czech,754,16,"[(4, 8), (5, 14), (13, 7), (2, 5), (7, 6), (10, 8), (11, 16), (3, 12), (13, 10), (12, 7), (7, 5), (15, 14), (1, 13), (5, 11), (9, 2)]",5
Czech,755,8,"[(4, 6), (8, 5), (1, 7), (2, 7), (4, 1), (5, 1), (1, 3)]",5
Czech,756,13,"[(13, 4), (3, 11), (11, 2), (12, 3), (10, 11), (9, 10), (1, 11), (4, 11), (12, 7), (13, 6), (7, 5), (8, 13)]",12
Czech,757,12,"[(10, 2), (3, 11), (11, 5), (1, 5), (1, 10), (5, 4), (12, 9), (9, 7), (6, 5), (8, 10), (12, 6)]",5
Czech,758,7,"[(7, 2), (6, 3), (4, 7), (1, 4), (2, 5), (6, 4)]",4
Czech,761,7,"[(1, 7), (4, 5), (2, 6), (4, 3), (1, 2), (5, 7)]",1
